"GEO_ID","NAME","B01001B_001E","B01001B_001M","B01001B_002E","B01001B_002M","B01001B_003E","B01001B_003M","B01001B_004E","B01001B_004M","B01001B_005E","B01001B_005M","B01001B_006E","B01001B_006M","B01001B_007E","B01001B_007M","B01001B_008E","B01001B_008M","B01001B_009E","B01001B_009M","B01001B_010E","B01001B_010M","B01001B_011E","B01001B_011M","B01001B_012E","B01001B_012M","B01001B_013E","B01001B_013M","B01001B_014E","B01001B_014M","B01001B_015E","B01001B_015M","B01001B_016E","B01001B_016M","B01001B_017E","B01001B_017M","B01001B_018E","B01001B_018M","B01001B_019E","B01001B_019M","B01001B_020E","B01001B_020M","B01001B_021E","B01001B_021M","B01001B_022E","B01001B_022M","B01001B_023E","B01001B_023M","B01001B_024E","B01001B_024M","B01001B_025E","B01001B_025M","B01001B_026E","B01001B_026M","B01001B_027E","B01001B_027M","B01001B_028E","B01001B_028M","B01001B_029E","B01001B_029M","B01001B_030E","B01001B_030M","B01001B_031E","B01001B_031M"
"310M400US30700","Lincoln, NE Metro Area","12563","1353","7424","798","493","411","698","428","480","295","172","182","32","68","740","379","1463","447","363","224","1474","432","547","404","631","216","221","191","44","73","66","104","5139","878","366","284","381","316","568","404","41","58","199","168","868","420","356","317","58","102","1046","385","457","326","635","192","34","59","65","80","65","120"
"310M400US29700","Laredo, TX Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US33220","Midland, MI Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US34340","Mount Airy, NC Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US42860","Seneca, SC Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US13820","Birmingham-Hoover, AL Metro Area","326670","2976","151227","2145","11489","701","12147","1518","10272","1514","7159","445","4472","709","10749","1135","12859","742","9719","601","19382","928","18451","875","18353","462","11334","752","4057","414","784","342","175443","1755","10090","805","12712","1534","10207","1474","6357","530","5373","653","10423","564","12744","763","12751","363","24153","475","22249","606","23709","774","15162","504","6953","737","2560","731"
"310M400US17200","Claremont-Lebanon, NH-VT Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US17460","Cleveland-Elyria, OH Metro Area","403531","4718","185836","2704","12907","1032","11965","1699","16281","1633","8598","731","5391","510","14424","1034","16075","903","10860","524","20421","928","22569","868","23255","438","14630","453","5987","670","2473","606","217695","3068","12217","1185","14265","1965","14088","1862","7460","881","5288","559","15207","1082","16927","928","13518","1039","25939","1191","26729","596","29811","540","19834","402","12452","822","3960","771"
"310M400US20380","Dunn, NC Micro Area","25909","2383","13368","1279","903","717","532","337","1405","563","683","70","485","368","1031","371","697","418","1011","62","1912","191","1764","249","1530","129","685","335","650","333","80","138","12541","1526","454","295","737","506","591","376","482","235","475","48","954","181","997","172","916","239","1637","654","1714","294","1791","210","1442","228","287","214","64","92"
"310M400US22500","Florence, SC Metro Area","85922","1891","38447","1209","2581","473","2597","1079","3848","1124","1823","371","1762","397","2765","577","2460","414","2774","715","4508","750","3799","509","4484","266","3678","654","1088","596","280","233","47475","1338","2212","609","1868","872","4509","987","2009","335","1831","678","3894","675","2670","308","2431","327","6318","331","6018","214","6196","204","4656","96","2025","477","838","477"
"310M400US29740","Las Cruces, NM Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US34180","Moses Lake, WA Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US36460","Olean, NY Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US48540","Wheeling, WV-OH Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US48660","Wichita Falls, TX Metro Area","14427","780","7164","680","313","214","645","235","377","234","0","228","508","370","854","444","746","505","499","319","1464","316","665","269","842","216","163","172","0","228","88","116","7263","373","805","257","522","473","485","341","505","459","453","333","756","351","320","239","710","425","573","314","681","338","898","329","345","266","176","176","34","79"
"310M400US49020","Winchester, VA-WV Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US13140","Beaumont-Port Arthur, TX Metro Area","98069","2263","47956","1600","3959","707","2814","731","3602","754","2166","636","1155","582","4207","616","4156","727","3276","228","6070","428","5440","299","5546","203","3611","430","1228","415","726","408","50113","1444","3797","1169","2520","887","4115","1083","1770","80","1513","942","3923","1040","4009","544","2603","259","5558","510","6233","543","6723","663","4267","295","2397","374","685","338"
"310M400US12180","Auburn, NY Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US24620","Greeneville, TN Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
